id;processo;0
2481;0011136-26.2020.5.18.0241;"Antecipação de Tutela / Recebimento como Cautelar"
2482;0011136-26.2020.5.18.0241;Gratificação
2483;0011136-26.2020.5.18.0241;Prevalência
2484;0011136-26.2020.5.18.0241;"DIREITO DO TRABALHO"
2485;0011136-26.2020.5.18.0241;"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
2486;0011136-26.2020.5.18.0241;"Remuneração, Verbas Indenizatórias e Benefícios"
2487;0011136-26.2020.5.18.0241;Férias
2488;0011136-26.2020.5.18.0241;"Rescisão do Contrato de Trabalho"
2489;0011136-26.2020.5.18.0241;"Direito Coletivo"
2490;0000174-26.2016.5.19.0056;"Multa do Artigo 477 da CLT"
2491;0000174-26.2016.5.19.0056;Contratuais
2492;0000174-26.2016.5.19.0056;"Aviso Prévio"
2493;0000174-26.2016.5.19.0056;"Multa do Artigo 467 da CLT"
2494;0000174-26.2016.5.19.0056;"Décimo Terceiro Salário Proporcional"
2495;0000174-26.2016.5.19.0056;"Férias Proporcionais"
2496;0000174-26.2016.5.19.0056;FGTS
2497;0000174-26.2016.5.19.0056;"Honorários na Justiça do Trabalho"
2498;0000174-26.2016.5.19.0056;Indenização
2499;0000174-26.2016.5.19.0056;"Expurgos Inflacionários"
2500;0000174-26.2016.5.19.0056;"Multa do Art. 475-J do CPC"
2501;0000144-88.2016.5.19.0056;"Verbas Rescisórias"
2502;0000144-88.2016.5.19.0056;"DIREITO DO TRABALHO"
2503;0000144-88.2016.5.19.0056;"Rescisão do Contrato de Trabalho"
2504;0001131-11.2015.5.19.0008;"Cooperativa de Trabalho"
2505;0000093-65.2021.5.06.0282;Intimação
2506;0000093-65.2021.5.06.0282;"Objetos de Cartas Precatórias / de Ordem / Rogatórias"
2507;0000093-65.2021.5.06.0282;"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
2508;0001244-49.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2509;0001244-49.2014.5.19.0056;"Aviso Prévio"
2510;0001244-49.2014.5.19.0056;"Correção Monetária"
2511;0000409-82.2021.5.08.0101;"Liquidação / Cumprimento / Execução"
2512;0000409-82.2021.5.08.0101;Arrematação
2513;0000409-82.2021.5.08.0101;"Expropriação de Bens"
2514;0000409-82.2021.5.08.0101;"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
2515;0000166-20.2014.5.19.0056;"Rescisão Indireta"
2516;0000166-20.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2517;0000166-20.2014.5.19.0056;"Adicional de Insalubridade"
2518;0000166-20.2014.5.19.0056;"Aviso Prévio"
2519;0000166-20.2014.5.19.0056;"Multa de 40% do FGTS"
2520;0000166-20.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2521;0000166-20.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2522;0000166-20.2014.5.19.0056;"Horas Extras"
2523;0000166-20.2014.5.19.0056;"Verbas Rescisórias"
2524;0000166-20.2014.5.19.0056;Reflexos
2525;0000166-20.2014.5.19.0056;Divisor
2526;0000166-20.2014.5.19.0056;Adicional
2527;0000166-20.2014.5.19.0056;"Expurgos Inflacionários"
2528;0000166-20.2014.5.19.0056;"Indenização / Dobra / Terço Constitucional"
2529;0000166-20.2014.5.19.0056;"Gratificação de Férias"
2530;0000166-20.2014.5.19.0056;"Duração do Trabalho"
2531;0000166-20.2014.5.19.0056;Gratificação
2532;0000166-20.2014.5.19.0056;"DIREITO DO TRABALHO"
2533;0000166-20.2014.5.19.0056;"Remuneração, Verbas Indenizatórias e Benefícios"
2534;0000166-20.2014.5.19.0056;Férias
2535;0000166-20.2014.5.19.0056;"Rescisão do Contrato de Trabalho"
2536;0000685-58.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2537;0000685-58.2015.5.19.0056;"Aviso Prévio"
2538;0000685-58.2015.5.19.0056;"Multa de 40% do FGTS"
2539;0000685-58.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2540;0000685-58.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2541;0000685-58.2015.5.19.0056;"Férias Proporcionais"
2542;0000685-58.2015.5.19.0056;"Saldo de Salário"
2543;0000685-58.2015.5.19.0056;"Verbas Rescisórias"
2544;0000685-58.2015.5.19.0056;Indenização
2545;0000269-27.2014.5.19.0056;"Rescisão Indireta"
2546;0000269-27.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2547;0000269-27.2014.5.19.0056;"Aviso Prévio"
2548;0000269-27.2014.5.19.0056;"Multa de 40% do FGTS"
2549;0000269-27.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2550;0000269-27.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2551;0000269-27.2014.5.19.0056;"Férias Proporcionais"
2552;0000269-27.2014.5.19.0056;FGTS
2553;0000269-27.2014.5.19.0056;"Horas Extras"
2554;0000269-27.2014.5.19.0056;"Verbas Rescisórias"
2555;0000269-27.2014.5.19.0056;Reflexos
2556;0000269-27.2014.5.19.0056;Divisor
2557;0000269-27.2014.5.19.0056;"Norma Coletiva - Aplicabilidade / Cumprimento"
2558;0000269-27.2014.5.19.0056;"Base de Cálculo"
2559;0000269-27.2014.5.19.0056;"Décimo Terceiro Salário"
2560;0000269-27.2014.5.19.0056;"Indenização / Dobra / Terço Constitucional"
2561;0000269-27.2014.5.19.0056;"Duração do Trabalho"
2562;0000269-27.2014.5.19.0056;"Contrato Individual de Trabalho"
2563;0000269-27.2014.5.19.0056;"DIREITO DO TRABALHO"
2564;0000269-27.2014.5.19.0056;"Remuneração, Verbas Indenizatórias e Benefícios"
2565;0000269-27.2014.5.19.0056;Férias
2566;0000269-27.2014.5.19.0056;"Rescisão do Contrato de Trabalho"
2567;0000269-27.2014.5.19.0056;"Direito Coletivo"
2568;0000048-93.2022.5.17.0161;"Termo de Rescisão Contratual"
2569;0000048-93.2022.5.17.0161;Quitação
2570;0000048-93.2022.5.17.0161;"DIREITO DO TRABALHO"
2571;0000048-93.2022.5.17.0161;"Rescisão do Contrato de Trabalho"
2572;0000359-35.2014.5.19.0056;"Indenização por Dano Moral"
2573;0000359-35.2014.5.19.0056;"Anotação na CTPS"
2574;0000359-35.2014.5.19.0056;"Responsabilidade Civil do Empregador"
2575;0000359-35.2014.5.19.0056;"DIREITO DO TRABALHO"
2576;0000007-63.2022.5.06.0281;"Atos executórios"
2577;0000526-38.2018.5.06.0391;"Multa do Artigo 477 da CLT"
2578;0000526-38.2018.5.06.0391;Contratuais
2579;0000526-38.2018.5.06.0391;"Multa de 40% do FGTS"
2580;0000526-38.2018.5.06.0391;"Horas Extras"
2581;0000526-38.2018.5.06.0391;"Anotação / Baixa / Retificação"
2582;0000526-38.2018.5.06.0391;"Verbas Rescisórias"
2583;0000526-38.2018.5.06.0391;Indenização
2584;0000526-38.2018.5.06.0391;"Seguro Desemprego"
2585;0000526-38.2018.5.06.0391;"Salário / Diferença Salarial"
2586;0000526-38.2018.5.06.0391;"Honorários Advocatícios"
2587;0000526-38.2018.5.06.0391;"Fruição / Gozo"
2588;0000526-38.2018.5.06.0391;CTPS
2589;0000526-38.2018.5.06.0391;"Duração do Trabalho"
2590;0000526-38.2018.5.06.0391;"Contrato Individual de Trabalho"
2591;0000526-38.2018.5.06.0391;Sucumbência
2592;0000526-38.2018.5.06.0391;"DIREITO DO TRABALHO"
2593;0000526-38.2018.5.06.0391;"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
2594;0000526-38.2018.5.06.0391;"Partes e Procuradores"
2595;0000526-38.2018.5.06.0391;"Remuneração, Verbas Indenizatórias e Benefícios"
2596;0000526-38.2018.5.06.0391;Férias
2597;0000526-38.2018.5.06.0391;"Rescisão do Contrato de Trabalho"
2598;0000307-05.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2599;0000040-97.2015.5.06.0281;"Adicional de Insalubridade"
2600;0000040-97.2015.5.06.0281;"Aviso Prévio"
2601;0000040-97.2015.5.06.0281;"Multa de 40% do FGTS"
2602;0000040-97.2015.5.06.0281;"Horas Extras"
2603;0000040-97.2015.5.06.0281;"Verbas Rescisórias"
2604;0000040-97.2015.5.06.0281;Reflexos
2605;0000040-97.2015.5.06.0281;Adicional
2606;0000040-97.2015.5.06.0281;"Duração do Trabalho"
2607;0000040-97.2015.5.06.0281;"DIREITO DO TRABALHO"
2608;0000040-97.2015.5.06.0281;"Remuneração, Verbas Indenizatórias e Benefícios"
2609;0000040-97.2015.5.06.0281;"Rescisão do Contrato de Trabalho"
2610;0000134-44.2016.5.19.0056;"Verbas Rescisórias"
2611;0000119-09.2017.5.19.0002;"Aviso Prévio"
2612;0000327-59.2016.5.19.0056;"Verbas Rescisórias"
2613;0000664-48.2016.5.19.0056;"Verbas Rescisórias"
2614;0000141-36.2016.5.19.0056;"Verbas Rescisórias"
2615;0000142-21.2016.5.19.0056;"Verbas Rescisórias"
2616;0000143-06.2016.5.19.0056;"Verbas Rescisórias"
2617;0000137-96.2016.5.19.0056;"Verbas Rescisórias"
2618;0000136-14.2016.5.19.0056;"Verbas Rescisórias"
2619;0000138-81.2016.5.19.0056;"Verbas Rescisórias"
2620;0000008-91.2016.5.19.0056;"Verbas Rescisórias"
2621;0000133-59.2016.5.19.0056;"Verbas Rescisórias"
2622;0000009-76.2016.5.19.0056;"Verbas Rescisórias"
2623;0000140-51.2016.5.19.0056;"Verbas Rescisórias"
2624;0000139-66.2016.5.19.0056;"Verbas Rescisórias"
2625;0000969-66.2015.5.19.0056;"Verbas Rescisórias"
2626;0000884-80.2015.5.19.0056;"Verbas Rescisórias"
2627;0000185-26.2014.5.19.0056;CTPS
2628;0000185-26.2014.5.19.0056;"Contrato Individual de Trabalho"
2629;0000185-26.2014.5.19.0056;"DIREITO DO TRABALHO"
2630;0000273-16.2022.5.17.0161;"Verbas Rescisórias"
2631;0000273-16.2022.5.17.0161;"DIREITO DO TRABALHO"
2632;0000273-16.2022.5.17.0161;"Rescisão do Contrato de Trabalho"
2633;0001109-37.2014.5.19.0056;"Aviso Prévio"
2634;0000138-52.2014.5.19.0056;"Indenização por Dano Moral"
2635;0000138-52.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2636;0000138-52.2014.5.19.0056;"Aviso Prévio"
2637;0000138-52.2014.5.19.0056;"Multa de 40% do FGTS"
2638;0000138-52.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2639;0000138-52.2014.5.19.0056;"Liberação / Entrega das Guias"
2640;0000138-52.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2641;0000138-52.2014.5.19.0056;"Férias Proporcionais"
2642;0000138-52.2014.5.19.0056;"Saldo de Salário"
2643;0000138-52.2014.5.19.0056;FGTS
2644;0000138-52.2014.5.19.0056;"Horas Extras"
2645;0000138-52.2014.5.19.0056;"Anotação / Baixa / Retificação"
2646;0000138-52.2014.5.19.0056;"Anotação na CTPS"
2647;0000138-52.2014.5.19.0056;"Verbas Rescisórias"
2648;0000138-52.2014.5.19.0056;Reflexos
2649;0000138-52.2014.5.19.0056;Indenização
2650;0000138-52.2014.5.19.0056;"Seguro Desemprego"
2651;0000138-52.2014.5.19.0056;CTPS
2652;0000138-52.2014.5.19.0056;"Duração do Trabalho"
2653;0000138-52.2014.5.19.0056;"Contrato Individual de Trabalho"
2654;0000138-52.2014.5.19.0056;"Responsabilidade Civil do Empregador"
2655;0000138-52.2014.5.19.0056;"DIREITO DO TRABALHO"
2656;0000138-52.2014.5.19.0056;"Rescisão do Contrato de Trabalho"
2657;0000341-14.2014.5.19.0056;"Anotação / Baixa / Retificação"
2658;0000341-14.2014.5.19.0056;CTPS
2659;0000341-14.2014.5.19.0056;"Contrato Individual de Trabalho"
2660;0000341-14.2014.5.19.0056;"DIREITO DO TRABALHO"
2661;0000510-27.2018.5.08.0101;Empreitada
2662;0000510-27.2018.5.08.0101;"DIREITO DO TRABALHO"
2663;0000510-27.2018.5.08.0101;"Outras Relações de Trabalho"
2664;0000286-63.2014.5.19.0056;"Indenização por Dano Moral"
2665;0000286-63.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2666;0000286-63.2014.5.19.0056;"Aviso Prévio"
2667;0000286-63.2014.5.19.0056;"Multa de 40% do FGTS"
2668;0000286-63.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2669;0000286-63.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2670;0000286-63.2014.5.19.0056;"Férias Proporcionais"
2671;0000286-63.2014.5.19.0056;"Saldo de Salário"
2672;0000286-63.2014.5.19.0056;FGTS
2673;0000286-63.2014.5.19.0056;"Horas Extras"
2674;0000286-63.2014.5.19.0056;"Anotação / Baixa / Retificação"
2675;0000286-63.2014.5.19.0056;"Anotação na CTPS"
2676;0000286-63.2014.5.19.0056;"Verbas Rescisórias"
2677;0000286-63.2014.5.19.0056;Reflexos
2678;0000286-63.2014.5.19.0056;Indenização
2679;0000286-63.2014.5.19.0056;"Seguro Desemprego"
2680;0000286-63.2014.5.19.0056;CTPS
2681;0000286-63.2014.5.19.0056;"Duração do Trabalho"
2682;0000286-63.2014.5.19.0056;"Contrato Individual de Trabalho"
2683;0000286-63.2014.5.19.0056;"Responsabilidade Civil do Empregador"
2684;0000286-63.2014.5.19.0056;"DIREITO DO TRABALHO"
2685;0000286-63.2014.5.19.0056;"Rescisão do Contrato de Trabalho"
2686;0000069-06.2018.5.06.0391;"Indenização por Dano Moral"
2687;0000069-06.2018.5.06.0391;"Multa do Artigo 477 da CLT"
2688;0000069-06.2018.5.06.0391;"Salário Vencido / Retido"
2689;0000069-06.2018.5.06.0391;"Aviso Prévio"
2690;0000069-06.2018.5.06.0391;"Multa de 40% do FGTS"
2691;0000069-06.2018.5.06.0391;"Décimo Terceiro Salário Proporcional"
2692;0000069-06.2018.5.06.0391;"Férias Proporcionais"
2693;0000069-06.2018.5.06.0391;FGTS
2694;0000069-06.2018.5.06.0391;"Anotação / Baixa / Retificação"
2695;0000069-06.2018.5.06.0391;"Verbas Rescisórias"
2696;0000069-06.2018.5.06.0391;"Salário / Diferença Salarial"
2697;0000069-06.2018.5.06.0391;CTPS
2698;0000069-06.2018.5.06.0391;"Contrato Individual de Trabalho"
2699;0000069-06.2018.5.06.0391;"Responsabilidade Civil do Empregador"
2700;0000069-06.2018.5.06.0391;"DIREITO DO TRABALHO"
2701;0000069-06.2018.5.06.0391;"Remuneração, Verbas Indenizatórias e Benefícios"
2702;0000069-06.2018.5.06.0391;"Rescisão do Contrato de Trabalho"
2703;0002009-55.2014.5.08.0208;"Reconhecimento de Relação de Emprego"
2704;0002009-55.2014.5.08.0208;"Contrato Individual de Trabalho"
2705;0002009-55.2014.5.08.0208;"DIREITO DO TRABALHO"
2706;0001006-93.2015.5.19.0056;"Aviso Prévio"
2707;0001006-93.2015.5.19.0056;"Adicional de Horas Extras"
2708;0001057-07.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2709;0000101-88.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2710;0000101-88.2015.5.19.0056;"Aviso Prévio"
2711;0000101-88.2015.5.19.0056;"Multa de 40% do FGTS"
2712;0000101-88.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2713;0000101-88.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2714;0000101-88.2015.5.19.0056;"Férias Proporcionais"
2715;0000101-88.2015.5.19.0056;"Verbas Rescisórias"
2716;0001053-67.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2717;0001053-67.2015.5.19.0056;"Aviso Prévio"
2718;0001053-67.2015.5.19.0056;"Férias Proporcionais"
2719;0001053-67.2015.5.19.0056;"Anotação na CTPS"
2720;0001053-67.2015.5.19.0056;"Depósito / Diferença de Recolhimento"
2721;0001053-67.2015.5.19.0056;"Décimo Terceiro Salário"
2722;0001053-67.2015.5.19.0056;"Diferença de Caixa"
2723;0001053-67.2015.5.19.0056;Devolução
2724;0001055-37.2015.5.19.0056;"Aviso Prévio"
2725;0001015-11.2015.5.19.0006;"Aviso Prévio"
2726;0001015-11.2015.5.19.0006;"Multa de 40% do FGTS"
2727;0001015-11.2015.5.19.0006;"Base de Cálculo"
2728;0001115-10.2015.5.19.0056;"Horas Extras"
2729;0000170-86.2016.5.19.0056;"Multa do Artigo 477 da CLT"
2730;0000170-86.2016.5.19.0056;"Aviso Prévio"
2731;0000170-86.2016.5.19.0056;"Multa de 40% do FGTS"
2732;0000170-86.2016.5.19.0056;"Multa do Artigo 467 da CLT"
2733;0000170-86.2016.5.19.0056;"Saldo de Salário"
2734;0000170-86.2016.5.19.0056;FGTS
2735;0000170-86.2016.5.19.0056;Reflexos
2736;0000170-86.2016.5.19.0056;"Décimo Terceiro Salário"
2737;0000170-86.2016.5.19.0056;"Indenização / Dobra / Terço Constitucional"
2738;0000187-59.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2739;0000187-59.2015.5.19.0056;"Aviso Prévio"
2740;0000187-59.2015.5.19.0056;"Multa de 40% do FGTS"
2741;0000187-59.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2742;0000187-59.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2743;0000187-59.2015.5.19.0056;"Férias Proporcionais"
2744;0000187-59.2015.5.19.0056;"Verbas Rescisórias"
2745;0000187-59.2015.5.19.0056;"Seguro Desemprego"
2746;0001524-45.2015.5.19.0004;"Aviso Prévio"
2747;0001524-45.2015.5.19.0004;"Adicional de Horas Extras"
2748;0000186-74.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2749;0000186-74.2015.5.19.0056;"Aviso Prévio"
2750;0000186-74.2015.5.19.0056;"Multa de 40% do FGTS"
2751;0000186-74.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2752;0000186-74.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2753;0000186-74.2015.5.19.0056;"Férias Proporcionais"
2754;0000186-74.2015.5.19.0056;"Saldo de Salário"
2755;0000186-74.2015.5.19.0056;"Verbas Rescisórias"
2756;0001252-36.2015.5.19.0009;"Multa de 40% do FGTS"
2757;0001252-36.2015.5.19.0009;"Base de Cálculo"
2758;0000185-89.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2759;0000185-89.2015.5.19.0056;"Aviso Prévio"
2760;0000185-89.2015.5.19.0056;"Multa de 40% do FGTS"
2761;0000185-89.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2762;0000185-89.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2763;0000185-89.2015.5.19.0056;"Férias Proporcionais"
2764;0000185-89.2015.5.19.0056;"Verbas Rescisórias"
2765;0000377-82.2016.5.19.0057;"Aviso Prévio"
2766;0000225-71.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2767;0000225-71.2015.5.19.0056;"Aviso Prévio"
2768;0000225-71.2015.5.19.0056;"Multa de 40% do FGTS"
2769;0000225-71.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2770;0000225-71.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2771;0000225-71.2015.5.19.0056;"Férias Proporcionais"
2772;0000225-71.2015.5.19.0056;"Saldo de Salário"
2773;0000225-71.2015.5.19.0056;"Verbas Rescisórias"
2774;0000300-44.2016.5.19.0002;"Multa do Artigo 477 da CLT"
2775;0000300-44.2016.5.19.0002;FGTS
2776;0000300-44.2016.5.19.0002;"Verbas Rescisórias"
2777;0000360-49.2016.5.19.0056;"Aviso Prévio"
2778;0000214-42.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2779;0000214-42.2015.5.19.0056;"Férias Proporcionais"
2780;0000343-47.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2781;0000343-47.2015.5.19.0056;"Aviso Prévio"
2782;0000343-47.2015.5.19.0056;"Multa de 40% do FGTS"
2783;0000343-47.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2784;0000343-47.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2785;0000343-47.2015.5.19.0056;"Férias Proporcionais"
2786;0000343-47.2015.5.19.0056;"Saldo de Salário"
2787;0000343-47.2015.5.19.0056;"Verbas Rescisórias"
2788;0000296-73.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2789;0000296-73.2015.5.19.0056;"Aviso Prévio"
2790;0000296-73.2015.5.19.0056;"Multa de 40% do FGTS"
2791;0000296-73.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2792;0000296-73.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2793;0000296-73.2015.5.19.0056;"Férias Proporcionais"
2794;0000296-73.2015.5.19.0056;"Saldo de Salário"
2795;0000296-73.2015.5.19.0056;"Verbas Rescisórias"
2796;0000376-97.2016.5.19.0057;"Aviso Prévio"
2797;0000305-35.2015.5.19.0056;"Aviso Prévio"
2798;0000247-95.2016.5.19.0056;"Adicional de Insalubridade"
2799;0000247-95.2016.5.19.0056;"Acúmulo de Função"
2800;0000247-95.2016.5.19.0056;FGTS
2801;0000247-95.2016.5.19.0056;"Verbas Rescisórias"
2802;0000306-20.2015.5.19.0056;"Aviso Prévio"
2803;0000239-21.2016.5.19.0056;"Indenização por Dano Moral"
2804;0000239-21.2016.5.19.0056;FGTS
2805;0000239-21.2016.5.19.0056;"Verbas Rescisórias"
2806;0000239-21.2016.5.19.0056;"Unicidade Contratual"
2807;0000451-76.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2808;0000451-76.2015.5.19.0056;"Aviso Prévio"
2809;0000451-76.2015.5.19.0056;"Multa de 40% do FGTS"
2810;0000451-76.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2811;0000451-76.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2812;0000451-76.2015.5.19.0056;"Férias Proporcionais"
2813;0000451-76.2015.5.19.0056;"Verbas Rescisórias"
2814;0000639-69.2015.5.19.0056;"Rescisão Indireta"
2815;0000639-69.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2816;0000639-69.2015.5.19.0056;"Aviso Prévio"
2817;0000639-69.2015.5.19.0056;"Multa de 40% do FGTS"
2818;0000639-69.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2819;0000639-69.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2820;0000639-69.2015.5.19.0056;"Férias Proporcionais"
2821;0000639-69.2015.5.19.0056;"Saldo de Salário"
2822;0000639-69.2015.5.19.0056;FGTS
2823;0000639-69.2015.5.19.0056;"Verbas Rescisórias"
2824;0000070-34.2016.5.19.0056;"Indenização por Dano Moral"
2825;0000099-21.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2826;0000099-21.2015.5.19.0056;"Aviso Prévio"
2827;0000099-21.2015.5.19.0056;"Multa de 40% do FGTS"
2828;0000099-21.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2829;0000099-21.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2830;0000099-21.2015.5.19.0056;"Férias Proporcionais"
2831;0000099-21.2015.5.19.0056;"Verbas Rescisórias"
2832;0000838-91.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2833;0000656-08.2015.5.19.0056;"Multa do Artigo 477 da CLT"
2834;0000656-08.2015.5.19.0056;"Aviso Prévio"
2835;0000656-08.2015.5.19.0056;"Multa do Artigo 467 da CLT"
2836;0000656-08.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
2837;0000656-08.2015.5.19.0056;"Férias Proporcionais"
2838;0000656-08.2015.5.19.0056;FGTS
2839;0000656-08.2015.5.19.0056;"Verbas Rescisórias"
2840;0000656-08.2015.5.19.0056;"Expurgos Inflacionários"
2841;0001182-27.2017.5.08.0115;"Indenização por Dano Moral"
2842;0001182-27.2017.5.08.0115;"Verbas Rescisórias"
2843;0001182-27.2017.5.08.0115;"Adicional de Horas Extras"
2844;0001180-57.2017.5.08.0115;"Indenização por Dano Moral"
2845;0001180-57.2017.5.08.0115;"Verbas Rescisórias"
2846;0001180-57.2017.5.08.0115;"Adicional de Horas Extras"
2847;0001181-42.2017.5.08.0115;"Indenização por Dano Moral"
2848;0001181-42.2017.5.08.0115;"Verbas Rescisórias"
2849;0001181-42.2017.5.08.0115;"Adicional de Horas Extras"
2850;0001183-12.2017.5.08.0115;"Indenização por Dano Moral"
2851;0001183-12.2017.5.08.0115;"Verbas Rescisórias"
2852;0001183-12.2017.5.08.0115;"Adicional de Horas Extras"
2853;0001178-87.2017.5.08.0115;"Indenização por Dano Moral"
2854;0001178-87.2017.5.08.0115;"Verbas Rescisórias"
2855;0001178-87.2017.5.08.0115;"Adicional de Horas Extras"
2856;0001178-87.2017.5.08.0115;"Reconhecimento de Relação de Emprego"
